User_ID,Transaction_Time,Amount,Transaction_Type,Location,Status,Is_Fraud
User_4492,2025-11-07 07:55:40.002329,8626.71,DEPOSIT,BRANCH,PENDING,NO
User_4166,2026-02-06 07:55:40.002337,290.1,TRANSFER,ATM,PENDING,NO
User_4185,2025-05-03 07:55:40.002346,1833.52,DEPOSIT,ONLINE,FAILED,NO
User_4741,2025-07-24 07:55:40.002358,3195.58,DEPOSIT,BRANCH,PENDING,NO
User_4786,2025-04-23 07:55:40.002363,8679.5,DEPOSIT,BRANCH,PENDING,NO
User_3922,2025-10-26 07:55:40.002369,2802.4,TRANSFER,BRANCH,PENDING,NO
User_3052,2026-02-12 07:55:40.002374,6939.47,TRANSFER,ATM,PENDING,NO
User_1585,2026-02-05 07:55:40.002379,3270.65,DEPOSIT,ONLINE,FAILED,NO
User_81,2026-01-05 07:55:40.002384,2441.02,WITHDRAWAL,ONLINE,FAILED,NO
User_2954,2025-09-20 07:55:40.002389,8864.9,TRANSFER,ATM,FAILED,NO
User_3747,2025-09-07 07:55:40.002394,2577.65,DEPOSIT,ONLINE,FAILED,NO
User_3731,2025-08-22 07:55:40.002399,5112.9,TRANSFER,ONLINE,COMPLETED,NO
User_2311,2025-07-10 07:55:40.002404,7479.43,DEPOSIT,BRANCH,COMPLETED,NO
User_1724,2025-11-19 07:55:40.002410,1167.28,WITHDRAWAL,BRANCH,COMPLETED,NO
User_4087,2025-07-07 07:55:40.002415,8314.82,WITHDRAWAL,ATM,FAILED,NO
User_1588,2025-09-11 07:55:40.002420,599.13,DEPOSIT,ONLINE,FAILED,NO
User_1574,2025-09-26 07:55:40.002425,9634.61,WITHDRAWAL,ONLINE,FAILED,NO
User_2039,2026-02-02 07:55:40.002430,7059.4,DEPOSIT,BRANCH,FAILED,NO
User_3536,2025-04-07 07:55:40.002435,8553.87,DEPOSIT,ATM,COMPLETED,NO
User_2754,2025-07-26 07:55:40.002440,2765.04,TRANSFER,BRANCH,PENDING,NO
User_4562,2025-09-14 07:55:40.002445,2355.73,DEPOSIT,BRANCH,FAILED,NO
User_3226,2025-07-18 07:55:40.002450,7330.61,WITHDRAWAL,ATM,COMPLETED,NO
User_4520,2025-08-02 07:55:40.002455,3186.82,DEPOSIT,BRANCH,PENDING,NO
User_2598,2025-03-28 07:55:40.002460,3656.36,WITHDRAWAL,ONLINE,COMPLETED,NO
User_2556,2025-08-14 07:55:40.002465,9980.2,DEPOSIT,ATM,FAILED,NO
User_3409,2025-09-09 07:55:40.002470,6191.24,WITHDRAWAL,ONLINE,COMPLETED,NO
User_2242,2025-09-25 07:55:40.002475,9130.35,TRANSFER,BRANCH,FAILED,NO
User_4686,2025-04-24 07:55:40.002480,4933.69,TRANSFER,BRANCH,FAILED,NO
User_551,2025-05-24 07:55:40.002485,6283.4,DEPOSIT,ATM,PENDING,NO
User_1544,2025-04-26 07:55:40.002490,2337.14,DEPOSIT,BRANCH,PENDING,NO
User_26,2025-11-12 07:55:40.002495,3800.04,TRANSFER,ONLINE,COMPLETED,NO
User_4422,2026-01-19 07:55:40.002501,9970.79,WITHDRAWAL,ONLINE,PENDING,NO
User_3841,2026-02-03 07:55:40.002506,4458.86,TRANSFER,ONLINE,COMPLETED,NO
User_2421,2026-01-12 07:55:40.002511,9614.77,TRANSFER,ONLINE,COMPLETED,YES
User_4024,2025-12-31 07:55:40.002517,4110.94,TRANSFER,ONLINE,FAILED,NO
User_1708,2026-02-16 07:55:40.002522,3533.43,TRANSFER,BRANCH,FAILED,NO
User_1387,2025-06-10 07:55:40.002527,9640.8,WITHDRAWAL,ATM,FAILED,NO
User_693,2025-11-10 07:55:40.002536,8651.95,TRANSFER,ONLINE,PENDING,NO
User_3711,2025-05-22 07:55:40.002541,6625.47,TRANSFER,BRANCH,PENDING,NO
User_4145,2025-04-16 07:55:40.002546,1619.91,DEPOSIT,ONLINE,COMPLETED,NO
User_3531,2025-12-10 07:55:40.002551,3434.35,TRANSFER,ATM,FAILED,NO
User_865,2026-01-13 07:55:40.002556,1125.84,TRANSFER,BRANCH,FAILED,NO
User_1224,2026-02-14 07:55:40.002561,1394.23,DEPOSIT,BRANCH,COMPLETED,NO
User_4351,2025-06-21 07:55:40.002566,199.36,TRANSFER,ONLINE,FAILED,NO
User_835,2025-09-20 07:55:40.002571,637.76,WITHDRAWAL,ATM,FAILED,NO
User_829,2025-04-08 07:55:40.002577,3826.5,DEPOSIT,ATM,FAILED,NO
User_3486,2025-11-03 07:55:40.002582,3787.17,DEPOSIT,BRANCH,PENDING,NO
User_1530,2025-07-02 07:55:40.002587,3516.32,WITHDRAWAL,ONLINE,COMPLETED,NO
User_1948,2025-11-26 07:55:40.002592,767.05,DEPOSIT,ATM,FAILED,NO
User_4498,2025-07-21 07:55:40.002598,7473.71,DEPOSIT,ATM,FAILED,NO
User_4427,2025-12-14 07:55:40.002603,6922.43,DEPOSIT,ATM,COMPLETED,NO
User_1277,2026-02-04 07:55:40.002608,6180.71,DEPOSIT,BRANCH,FAILED,NO
User_4619,2025-09-08 07:55:40.002613,6614.66,TRANSFER,ONLINE,PENDING,NO
User_2060,2025-10-10 07:55:40.002618,4105.67,WITHDRAWAL,ATM,PENDING,NO
User_1954,2026-01-20 07:55:40.002623,3622.47,TRANSFER,ONLINE,FAILED,NO
User_791,2025-12-15 07:55:40.002628,7088.74,DEPOSIT,ATM,COMPLETED,NO
User_638,2026-01-30 07:55:40.002633,6989.93,WITHDRAWAL,BRANCH,COMPLETED,NO
User_1262,2025-08-22 07:55:40.002640,1519.24,WITHDRAWAL,ATM,FAILED,NO
User_4779,2025-10-31 07:55:40.002645,5401.12,DEPOSIT,ONLINE,PENDING,NO
User_647,2025-08-13 07:55:40.002650,2395.76,WITHDRAWAL,BRANCH,PENDING,NO
User_1077,2026-01-24 07:55:40.002655,2020.95,WITHDRAWAL,ONLINE,FAILED,NO
User_4793,2025-11-12 07:55:40.002660,7109.27,WITHDRAWAL,ONLINE,COMPLETED,NO
User_4120,2025-10-20 07:55:40.002665,4923.58,TRANSFER,BRANCH,COMPLETED,NO
User_1097,2025-10-17 07:55:40.002670,2053.32,WITHDRAWAL,ONLINE,COMPLETED,NO
User_2291,2025-11-13 07:55:40.002675,536.75,TRANSFER,BRANCH,COMPLETED,NO
User_3265,2025-08-19 07:55:40.002680,3087.93,WITHDRAWAL,ATM,PENDING,NO
User_2374,2025-07-15 07:55:40.002685,5567.67,TRANSFER,ATM,PENDING,NO
User_2871,2025-07-23 07:55:40.002690,2647.85,DEPOSIT,BRANCH,PENDING,NO
User_3306,2025-07-06 07:55:40.002695,2568.01,TRANSFER,BRANCH,PENDING,NO
User_1608,2025-07-09 07:55:40.002700,4647.43,DEPOSIT,ATM,FAILED,NO
User_4081,2026-01-03 07:55:40.002705,816.98,WITHDRAWAL,BRANCH,PENDING,NO
User_952,2025-08-19 07:55:40.002710,8945.11,TRANSFER,ONLINE,FAILED,NO
User_4876,2025-04-10 07:55:40.002715,7443.74,WITHDRAWAL,ATM,FAILED,NO
User_3057,2025-08-22 07:55:40.002721,5575.93,TRANSFER,BRANCH,COMPLETED,NO
User_1127,2026-02-04 07:55:40.002726,2626.87,DEPOSIT,BRANCH,COMPLETED,NO
User_1844,2025-08-08 07:55:40.002731,4395.13,TRANSFER,ONLINE,COMPLETED,NO
User_2476,2025-05-12 07:55:40.002736,5247.94,DEPOSIT,BRANCH,FAILED,NO
User_1170,2025-06-05 07:55:40.002741,5558.59,DEPOSIT,ONLINE,COMPLETED,NO
User_4178,2025-05-20 07:55:40.002746,9139.22,TRANSFER,BRANCH,PENDING,NO
User_4969,2025-09-22 07:55:40.002751,4873.56,WITHDRAWAL,ATM,PENDING,NO
User_2872,2025-10-09 07:55:40.002756,9304.82,WITHDRAWAL,BRANCH,FAILED,NO
User_3954,2025-11-17 07:55:40.002761,490.8,DEPOSIT,ATM,COMPLETED,NO
User_1434,2025-06-08 07:55:40.002766,6413.66,DEPOSIT,ATM,PENDING,NO
User_1490,2025-05-13 07:55:40.002771,9526.75,TRANSFER,BRANCH,PENDING,NO
User_2286,2025-03-05 07:55:40.002776,1780.04,DEPOSIT,ATM,COMPLETED,NO
User_244,2025-09-24 07:55:40.002782,7329.66,TRANSFER,BRANCH,FAILED,NO
User_863,2025-08-22 07:55:40.002786,9222.99,WITHDRAWAL,BRANCH,FAILED,NO
User_3983,2025-11-01 07:55:40.002803,3874.94,TRANSFER,ONLINE,COMPLETED,NO
User_1833,2026-01-13 07:55:40.002809,4056.63,DEPOSIT,ATM,COMPLETED,NO
User_2478,2025-06-15 07:55:40.002814,3117.17,TRANSFER,ATM,COMPLETED,NO
User_280,2025-10-31 07:55:40.002819,1774.52,DEPOSIT,ONLINE,PENDING,NO
User_2654,2026-02-06 07:55:40.002825,5391.89,DEPOSIT,BRANCH,FAILED,NO
User_266,2025-12-20 07:55:40.002830,9540.14,TRANSFER,ONLINE,COMPLETED,YES
User_4359,2025-07-18 07:55:40.002835,9015.86,WITHDRAWAL,BRANCH,PENDING,NO
User_996,2025-04-05 07:55:40.002840,4247.35,DEPOSIT,ATM,PENDING,NO
User_758,2025-07-08 07:55:40.002844,7447.08,TRANSFER,ONLINE,COMPLETED,NO
User_1840,2025-03-09 07:55:40.002849,3173.76,WITHDRAWAL,ATM,PENDING,NO
User_4374,2025-12-25 07:55:40.002854,6423.97,TRANSFER,BRANCH,FAILED,NO
User_2572,2025-10-14 07:55:40.002859,640.44,DEPOSIT,ATM,COMPLETED,NO
User_3592,2025-02-28 07:55:40.002865,986.56,TRANSFER,ONLINE,PENDING,NO
User_1051,2025-06-15 07:55:40.002870,5062.52,DEPOSIT,ONLINE,FAILED,NO
User_813,2025-11-08 07:55:40.002875,6925.23,DEPOSIT,ONLINE,COMPLETED,NO
User_3640,2025-07-13 07:55:40.002880,5524.87,TRANSFER,BRANCH,FAILED,NO
User_4750,2025-03-09 07:55:40.002885,2407.68,WITHDRAWAL,ATM,PENDING,NO
User_3383,2026-01-21 07:55:40.002890,2885.55,DEPOSIT,ONLINE,COMPLETED,NO
User_4162,2025-07-06 07:55:40.002895,47.8,DEPOSIT,BRANCH,COMPLETED,NO
User_1208,2025-04-03 07:55:40.002901,2064.94,DEPOSIT,BRANCH,COMPLETED,NO
User_4238,2025-05-22 07:55:40.002906,6585.95,WITHDRAWAL,ATM,PENDING,NO
User_2780,2025-08-29 07:55:40.002911,6217.94,TRANSFER,ONLINE,FAILED,NO
User_2623,2025-04-24 07:55:40.002917,1140.78,WITHDRAWAL,BRANCH,FAILED,NO
User_1328,2025-06-19 07:55:40.002922,6629.97,WITHDRAWAL,ONLINE,FAILED,NO
User_3536,2025-08-04 07:55:40.002927,6649.29,WITHDRAWAL,ONLINE,FAILED,NO
User_743,2025-03-22 07:55:40.002932,1968.32,TRANSFER,ONLINE,COMPLETED,NO
User_3183,2025-03-15 07:55:40.002937,3807.95,TRANSFER,ATM,FAILED,NO
User_463,2025-03-15 07:55:40.002942,5144.28,WITHDRAWAL,ATM,PENDING,NO
User_712,2025-08-12 07:55:40.002947,6107.09,WITHDRAWAL,BRANCH,PENDING,NO
User_4217,2025-07-21 07:55:40.002953,9056.54,WITHDRAWAL,BRANCH,PENDING,NO
User_2699,2025-09-20 07:55:40.002958,2709.01,TRANSFER,BRANCH,COMPLETED,NO
User_3024,2025-10-30 07:55:40.002963,7645.35,DEPOSIT,BRANCH,COMPLETED,NO
User_547,2025-03-19 07:55:40.002968,7671.37,TRANSFER,BRANCH,PENDING,NO
User_2297,2025-08-25 07:55:40.002973,3630.77,TRANSFER,ONLINE,FAILED,NO
User_4385,2025-10-05 07:55:40.002978,364.11,TRANSFER,BRANCH,PENDING,NO
User_3159,2025-10-06 07:55:40.002983,8781.3,DEPOSIT,BRANCH,COMPLETED,NO
User_3492,2025-07-12 07:55:40.002989,9481.06,WITHDRAWAL,ATM,COMPLETED,NO
User_3609,2025-06-18 07:55:40.002994,6070.48,WITHDRAWAL,ATM,PENDING,NO
User_4331,2025-10-17 07:55:40.002999,5206.91,DEPOSIT,ATM,COMPLETED,NO
User_4242,2025-02-28 07:55:40.003004,2767.35,WITHDRAWAL,BRANCH,COMPLETED,NO
User_1727,2025-03-16 07:55:40.003009,8545.39,DEPOSIT,ATM,PENDING,NO
User_525,2025-08-12 07:55:40.003015,8541.57,WITHDRAWAL,ONLINE,PENDING,NO
User_3733,2025-04-29 07:55:40.003020,9350.53,DEPOSIT,ONLINE,FAILED,NO
User_1047,2025-03-02 07:55:40.003029,8940.08,DEPOSIT,BRANCH,PENDING,NO
User_276,2025-11-16 07:55:40.003034,1821.85,TRANSFER,BRANCH,COMPLETED,NO
User_4176,2026-02-21 07:55:40.003039,8211.08,DEPOSIT,ONLINE,PENDING,NO
User_3581,2025-03-17 07:55:40.003044,6575.31,DEPOSIT,ATM,FAILED,NO
User_782,2025-07-01 07:55:40.003049,638.28,TRANSFER,ONLINE,PENDING,NO
User_4114,2025-09-21 07:55:40.003054,7428.36,TRANSFER,BRANCH,PENDING,NO
User_2988,2025-11-03 07:55:40.003058,7724.97,WITHDRAWAL,ATM,PENDING,NO
User_4129,2025-06-11 07:55:40.003063,5089.18,TRANSFER,ATM,PENDING,NO
User_1220,2025-03-09 07:55:40.003068,2226.05,WITHDRAWAL,ONLINE,COMPLETED,NO
User_2193,2026-01-04 07:55:40.003074,1992.0,WITHDRAWAL,BRANCH,COMPLETED,NO
User_1949,2025-11-10 07:55:40.003079,9985.0,WITHDRAWAL,BRANCH,COMPLETED,NO
User_407,2025-12-29 07:55:40.003084,3521.0,TRANSFER,ONLINE,FAILED,NO
User_1898,2025-05-22 07:55:40.003089,8980.07,DEPOSIT,ATM,COMPLETED,NO
User_2657,2025-04-05 07:55:40.003094,1377.62,TRANSFER,BRANCH,COMPLETED,NO
User_482,2026-02-14 07:55:40.003099,8234.81,TRANSFER,ONLINE,COMPLETED,NO
User_4636,2025-03-31 07:55:40.003105,8613.1,TRANSFER,ONLINE,PENDING,NO
User_266,2025-05-28 07:55:40.003110,2983.71,TRANSFER,ONLINE,COMPLETED,NO
User_4169,2026-01-18 07:55:40.003115,2707.72,WITHDRAWAL,ONLINE,PENDING,NO
User_1680,2025-03-18 07:55:40.003120,6764.99,WITHDRAWAL,BRANCH,FAILED,NO
User_1401,2026-01-26 07:55:40.003125,7506.91,DEPOSIT,BRANCH,FAILED,NO
User_2041,2025-09-18 07:55:40.003130,8865.52,DEPOSIT,ATM,PENDING,NO
User_3240,2025-08-31 07:55:40.003135,1731.75,DEPOSIT,ONLINE,FAILED,NO
User_3342,2026-02-11 07:55:40.003140,9724.28,DEPOSIT,BRANCH,COMPLETED,NO
User_3616,2025-05-29 07:55:40.003146,5525.58,WITHDRAWAL,BRANCH,PENDING,NO
User_2631,2025-12-13 07:55:40.003151,648.91,DEPOSIT,ATM,FAILED,NO
User_3968,2025-03-10 07:55:40.003156,7759.75,TRANSFER,BRANCH,PENDING,NO
User_3165,2025-03-13 07:55:40.003161,9080.15,TRANSFER,ONLINE,COMPLETED,YES
User_4765,2025-07-11 07:55:40.003166,2061.89,DEPOSIT,ATM,PENDING,NO
User_2517,2025-12-28 07:55:40.003171,3081.39,WITHDRAWAL,BRANCH,PENDING,NO
User_2240,2025-03-05 07:55:40.003176,2618.93,WITHDRAWAL,ONLINE,COMPLETED,NO
User_3100,2025-09-09 07:55:40.003181,999.09,WITHDRAWAL,BRANCH,COMPLETED,NO
User_3265,2025-07-04 07:55:40.003186,3478.54,DEPOSIT,BRANCH,COMPLETED,NO
User_3984,2026-01-06 07:55:40.003191,4239.65,TRANSFER,ATM,COMPLETED,NO
User_1806,2025-07-26 07:55:40.003196,7543.32,TRANSFER,ONLINE,PENDING,NO
User_1303,2025-04-06 07:55:40.003200,9673.91,TRANSFER,ATM,FAILED,NO
User_1827,2025-07-31 07:55:40.003205,7908.34,TRANSFER,ONLINE,FAILED,NO
User_892,2025-08-16 07:55:40.003210,8098.99,DEPOSIT,ONLINE,PENDING,NO
User_1099,2025-09-15 07:55:40.003215,1390.41,TRANSFER,BRANCH,COMPLETED,NO
User_3937,2025-08-25 07:55:40.003220,5701.26,DEPOSIT,ONLINE,COMPLETED,NO
User_4303,2025-07-10 07:55:40.003226,156.77,TRANSFER,ATM,FAILED,NO
User_790,2026-01-20 07:55:40.003230,3551.75,WITHDRAWAL,ONLINE,PENDING,NO
User_3806,2025-10-20 07:55:40.003236,8361.92,TRANSFER,BRANCH,COMPLETED,NO
User_3786,2025-08-21 07:55:40.003241,3780.76,DEPOSIT,ONLINE,PENDING,NO
User_3571,2025-08-16 07:55:40.003246,3918.22,TRANSFER,ONLINE,COMPLETED,NO
User_3577,2025-12-10 07:55:40.003250,9119.1,WITHDRAWAL,BRANCH,COMPLETED,NO
User_4434,2025-10-20 07:55:40.003255,6554.06,WITHDRAWAL,ONLINE,FAILED,NO
User_3039,2025-06-06 07:55:40.003261,976.54,WITHDRAWAL,ONLINE,COMPLETED,NO
User_83,2026-01-06 07:55:40.003266,2578.87,DEPOSIT,ATM,PENDING,NO
User_2042,2025-07-02 07:55:40.003270,9100.55,DEPOSIT,BRANCH,COMPLETED,NO
User_2913,2026-01-01 07:55:40.003275,6860.1,WITHDRAWAL,ATM,PENDING,NO
User_1051,2025-08-03 07:55:40.003280,342.76,DEPOSIT,BRANCH,COMPLETED,NO
User_692,2025-11-14 07:55:40.003286,1585.89,WITHDRAWAL,BRANCH,FAILED,NO
User_808,2025-12-25 07:55:40.003291,3794.97,TRANSFER,BRANCH,COMPLETED,NO
User_4496,2025-06-06 07:55:40.003296,4572.55,TRANSFER,ATM,PENDING,NO
User_1320,2025-09-14 07:55:40.003302,9670.07,TRANSFER,ONLINE,COMPLETED,YES
User_2582,2025-08-06 07:55:40.003308,5807.08,TRANSFER,ATM,PENDING,NO
User_1553,2025-05-18 07:55:40.003313,2186.27,DEPOSIT,ATM,PENDING,NO
User_988,2025-10-03 07:55:40.003318,6275.45,WITHDRAWAL,ATM,PENDING,NO
User_2537,2025-06-21 07:55:40.003323,2702.28,TRANSFER,ONLINE,PENDING,NO
User_2966,2026-01-15 07:55:40.003328,9786.58,WITHDRAWAL,ATM,COMPLETED,NO
User_1814,2025-12-10 07:55:40.003333,328.46,DEPOSIT,BRANCH,COMPLETED,NO
User_4990,2025-07-16 07:55:40.003339,5910.99,DEPOSIT,BRANCH,PENDING,NO
User_2337,2025-09-30 07:55:40.003343,2148.51,TRANSFER,ONLINE,PENDING,NO
User_3442,2025-03-08 07:55:40.003348,8597.12,TRANSFER,ATM,COMPLETED,NO
User_4116,2025-09-26 07:55:40.003353,337.06,TRANSFER,ONLINE,COMPLETED,NO
User_3690,2025-11-15 07:55:40.003358,9277.95,TRANSFER,ATM,PENDING,NO
User_1862,2025-03-19 07:55:40.003363,5264.25,DEPOSIT,ATM,COMPLETED,NO
User_4914,2026-02-05 07:55:40.003368,4746.56,WITHDRAWAL,ATM,COMPLETED,NO
User_3864,2025-05-15 07:55:40.003373,362.92,DEPOSIT,ONLINE,FAILED,NO
User_620,2025-03-29 07:55:40.003378,8684.32,TRANSFER,ONLINE,COMPLETED,NO
User_993,2026-01-31 07:55:40.003383,304.06,WITHDRAWAL,BRANCH,FAILED,NO
User_434,2025-07-15 07:55:40.003388,5264.48,DEPOSIT,ATM,PENDING,NO
User_3718,2025-11-17 07:55:40.003393,1620.16,TRANSFER,ONLINE,COMPLETED,NO
User_4612,2025-06-27 07:55:40.003398,5538.94,DEPOSIT,ONLINE,FAILED,NO
User_4436,2025-04-08 07:55:40.003403,9892.09,DEPOSIT,ATM,FAILED,NO
User_4453,2025-04-27 07:55:40.003408,1543.8,WITHDRAWAL,ATM,FAILED,NO
User_2800,2026-02-05 07:55:40.003414,7778.94,DEPOSIT,ONLINE,FAILED,NO
User_1982,2025-04-06 07:55:40.003419,7970.39,TRANSFER,ATM,COMPLETED,NO
User_2491,2025-06-01 07:55:40.003424,2381.78,TRANSFER,BRANCH,PENDING,NO
User_156,2026-02-11 07:55:40.003429,5447.59,DEPOSIT,BRANCH,PENDING,NO
User_2280,2025-11-11 07:55:40.003434,8108.26,DEPOSIT,ATM,PENDING,NO
User_4395,2025-10-10 07:55:40.003439,6892.49,WITHDRAWAL,BRANCH,PENDING,NO
User_4624,2025-11-22 07:55:40.003444,2636.49,DEPOSIT,BRANCH,COMPLETED,NO
User_1058,2025-07-25 07:55:40.003450,2535.65,TRANSFER,ATM,COMPLETED,NO
User_96,2025-05-17 07:55:40.003455,1825.72,TRANSFER,BRANCH,PENDING,NO
User_3380,2026-01-09 07:55:40.003461,6441.89,TRANSFER,ATM,FAILED,NO
User_3266,2026-01-25 07:55:40.003466,7042.95,WITHDRAWAL,ATM,COMPLETED,NO
User_1139,2025-07-05 07:55:40.003471,1105.16,TRANSFER,ATM,FAILED,NO
User_2930,2025-12-08 07:55:40.003475,6253.72,DEPOSIT,ATM,FAILED,NO
User_3415,2025-11-09 07:55:40.003480,4442.2,WITHDRAWAL,ONLINE,FAILED,NO
User_66,2025-08-22 07:55:40.003485,1818.94,TRANSFER,ONLINE,COMPLETED,NO
User_893,2026-01-01 07:55:40.003490,3233.93,WITHDRAWAL,ONLINE,COMPLETED,NO
User_104,2025-09-10 07:55:40.003496,6669.69,TRANSFER,BRANCH,PENDING,NO
User_895,2025-06-10 07:55:40.003500,2739.71,WITHDRAWAL,ATM,COMPLETED,NO
User_2371,2025-11-28 07:55:40.003505,5735.28,DEPOSIT,ONLINE,PENDING,NO
User_295,2025-09-03 07:55:40.003510,2261.37,DEPOSIT,BRANCH,PENDING,NO
User_1117,2025-10-03 07:55:40.003515,6126.0,TRANSFER,ATM,COMPLETED,NO
User_4154,2025-05-07 07:55:40.003520,2081.95,DEPOSIT,ONLINE,COMPLETED,NO
User_3845,2025-09-29 07:55:40.003525,2761.02,DEPOSIT,ATM,FAILED,NO
User_99,2025-12-15 07:55:40.003530,7233.38,TRANSFER,ONLINE,PENDING,NO
User_4690,2025-10-16 07:55:40.003535,8930.28,WITHDRAWAL,ONLINE,COMPLETED,NO
User_819,2025-12-04 07:55:40.003540,4564.33,TRANSFER,ONLINE,PENDING,NO
User_735,2025-04-07 07:55:40.003545,1226.08,DEPOSIT,ATM,FAILED,NO
User_1570,2025-06-11 07:55:40.003550,9991.45,TRANSFER,ATM,COMPLETED,NO
User_2492,2026-01-20 07:55:40.003555,8222.71,TRANSFER,ATM,COMPLETED,NO
User_2745,2025-06-12 07:55:40.003560,8364.12,DEPOSIT,ONLINE,FAILED,NO
User_4148,2026-01-24 07:55:40.003565,824.87,TRANSFER,ATM,FAILED,NO
User_3063,2025-11-05 07:55:40.003570,803.48,TRANSFER,ONLINE,COMPLETED,NO
User_3540,2025-06-17 07:55:40.003575,1946.73,TRANSFER,ONLINE,FAILED,NO
User_4755,2025-04-03 07:55:40.003580,867.29,TRANSFER,ATM,PENDING,NO
User_4861,2025-07-19 07:55:40.003585,2625.05,TRANSFER,ATM,COMPLETED,NO
User_680,2025-06-05 07:55:40.003590,870.41,WITHDRAWAL,ATM,PENDING,NO
User_3589,2025-10-08 07:55:40.003595,8744.58,TRANSFER,ONLINE,COMPLETED,NO
User_1741,2026-01-05 07:55:40.003600,4658.75,DEPOSIT,ONLINE,COMPLETED,NO
User_1395,2025-08-16 07:55:40.003605,4354.88,TRANSFER,ONLINE,FAILED,NO
User_3698,2025-05-24 07:55:40.003610,9061.76,WITHDRAWAL,ATM,FAILED,NO
User_549,2026-01-11 07:55:40.003615,2075.66,WITHDRAWAL,ONLINE,FAILED,NO
User_3351,2025-08-07 07:55:40.003620,3163.39,DEPOSIT,ATM,PENDING,NO
User_827,2025-05-05 07:55:40.003625,8113.96,DEPOSIT,ATM,FAILED,NO
User_4316,2025-08-14 07:55:40.003631,1159.44,TRANSFER,ATM,PENDING,NO
User_3080,2025-07-25 07:55:40.003636,9011.1,WITHDRAWAL,ONLINE,FAILED,NO
User_1974,2025-07-10 07:55:40.003641,2110.38,DEPOSIT,ATM,PENDING,NO
User_3806,2025-05-12 07:55:40.003646,3314.4,DEPOSIT,BRANCH,COMPLETED,NO
User_4830,2026-01-05 07:55:40.003651,2460.72,WITHDRAWAL,ONLINE,PENDING,NO
User_2363,2025-06-17 07:55:40.003656,1445.73,WITHDRAWAL,ATM,COMPLETED,NO
User_2147,2025-11-04 07:55:40.003661,7400.84,TRANSFER,BRANCH,COMPLETED,NO
User_461,2025-10-09 07:55:40.003666,4225.46,DEPOSIT,ONLINE,PENDING,NO
User_3585,2025-11-10 07:55:40.003674,4829.87,DEPOSIT,ONLINE,PENDING,NO
User_3008,2025-05-12 07:55:40.003679,622.85,WITHDRAWAL,BRANCH,COMPLETED,NO
User_4475,2025-06-28 07:55:40.003684,3298.7,DEPOSIT,ATM,COMPLETED,NO
User_2338,2025-10-31 07:55:40.003690,5466.34,TRANSFER,ATM,COMPLETED,NO
User_2442,2025-04-06 07:55:40.003695,4080.47,TRANSFER,ONLINE,PENDING,NO
User_229,2025-11-17 07:55:40.003700,8746.82,DEPOSIT,ATM,PENDING,NO
User_2189,2025-04-02 07:55:40.003705,2070.33,TRANSFER,ONLINE,COMPLETED,NO
User_2648,2026-01-13 07:55:40.003710,2169.61,TRANSFER,BRANCH,FAILED,NO
User_2670,2026-02-13 07:55:40.003716,6250.0,WITHDRAWAL,ATM,COMPLETED,NO
User_3729,2025-06-18 07:55:40.003721,7927.34,TRANSFER,ATM,FAILED,NO
User_3831,2026-01-10 07:55:40.003726,3686.99,DEPOSIT,ONLINE,COMPLETED,NO
User_3647,2025-03-30 07:55:40.003731,2577.77,TRANSFER,BRANCH,PENDING,NO
User_675,2025-07-05 07:55:40.003736,8514.37,WITHDRAWAL,ATM,FAILED,NO
