User_ID,Transaction_Time,Amount,Transaction_Type,Location,Status,risk_score,risk_level,flag_high_amount,flag_very_high_amount,flag_night,flag_online_high,flag_anomaly,flag_high_freq,Is_Fraud
User_719,2026-01-24 07:55:40.084000,9552.87,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4134,2025-12-26 07:55:40.005224,9584.88,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4090,2025-08-10 07:55:40.005199,9943.42,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2552,2025-03-13 07:55:40.006764,9724.44,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_191,2025-09-17 07:55:40.006459,9597.21,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_1864,2025-08-21 07:55:40.006366,9752.63,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_881,2025-04-13 07:55:40.076712,9831.85,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3240,2025-07-04 07:55:40.076685,9545.17,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4146,2025-12-04 07:55:40.076624,9807.02,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1380,2026-02-10 07:55:40.076129,9714.77,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_4874,2025-12-30 07:55:40.083689,9747.18,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3615,2025-11-21 07:55:40.134017,9501.44,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3932,2026-01-17 07:55:40.133926,9808.03,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2899,2025-04-10 07:55:40.007354,9972.41,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_775,2025-03-29 07:55:40.006991,9973.11,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1731,2025-09-26 07:55:40.006981,9691.69,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3655,2025-12-06 07:55:40.074853,9988.63,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2627,2025-07-25 07:55:40.074834,9866.26,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1735,2025-06-08 07:55:40.074652,9887.58,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4213,2025-02-28 07:55:40.074213,9598.87,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1538,2025-03-31 07:55:40.075964,9510.58,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_1261,2025-06-30 07:55:40.133412,9895.06,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_355,2025-07-17 07:55:40.133393,9620.63,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1357,2025-11-26 07:55:40.133141,9509.89,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3218,2026-02-16 07:55:40.008261,9714.94,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_277,2025-06-25 07:55:40.008189,9758.52,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_4497,2025-05-18 07:55:40.007941,9764.05,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3582,2025-11-27 07:55:40.073773,9771.01,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4384,2025-04-11 07:55:40.073678,9703.37,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_3439,2025-10-25 07:55:40.086193,9545.07,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4326,2025-03-08 07:55:40.085707,9946.37,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_347,2026-01-09 07:55:40.134207,9680.15,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_830,2025-12-29 07:55:40.134086,9570.26,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_1479,2025-12-24 07:55:40.033996,9753.55,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3062,2025-12-10 07:55:40.035879,9653.37,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2942,2025-12-24 07:55:40.111199,9606.03,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4397,2025-04-20 07:55:40.111153,9529.1,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2209,2025-05-09 07:55:40.111087,9763.77,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_4288,2025-02-28 07:55:40.036612,9555.48,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_4208,2025-10-05 07:55:40.110921,9634.08,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3867,2026-02-13 07:55:40.110911,9927.09,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4624,2025-04-30 07:55:40.110570,9909.94,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3384,2025-04-16 07:55:40.087245,9568.95,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2786,2025-08-01 07:55:40.072668,9706.79,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1038,2026-01-27 07:55:40.132467,9529.17,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2761,2025-03-16 07:55:40.131962,9922.62,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_782,2025-11-16 07:55:40.008809,9512.83,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_4333,2025-04-15 07:55:40.072378,9630.9,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3514,2026-02-16 07:55:40.072251,9880.31,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_406,2025-12-15 07:55:40.073114,9889.73,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_4906,2025-05-25 07:55:40.073055,9972.72,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_107,2025-12-12 07:55:40.086411,9728.38,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_4059,2025-10-07 07:55:40.110367,9789.24,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2685,2025-04-10 07:55:40.038245,9660.34,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3339,2025-09-11 07:55:40.037864,9901.31,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_4286,2025-07-01 07:55:40.033205,9590.17,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3899,2025-04-23 07:55:40.032947,9715.46,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_1000,2025-05-31 07:55:40.032849,9733.46,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2540,2025-11-08 07:55:40.032747,9592.07,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2807,2025-09-11 07:55:40.032700,9952.72,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_456,2025-10-17 07:55:40.032640,9808.68,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3123,2025-08-23 07:55:40.037744,9740.57,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2366,2025-06-21 07:55:40.037571,9852.92,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_842,2026-02-06 07:55:40.110103,9837.92,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_4769,2025-07-27 07:55:40.110074,9748.11,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4221,2026-01-25 07:55:40.109774,9966.16,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_1750,2025-09-24 07:55:40.109512,9919.79,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2056,2025-05-26 07:55:40.071689,9901.38,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3504,2025-11-08 07:55:40.008459,9761.01,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3600,2025-10-16 07:55:40.131160,9881.91,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3930,2026-02-25 07:55:40.130816,9691.75,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_557,2026-01-21 07:55:40.130733,9941.86,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4127,2025-03-25 07:55:40.130699,9736.66,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1941,2025-12-08 07:55:40.130006,9679.23,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_244,2025-10-03 07:55:40.010048,9696.86,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4186,2025-09-28 07:55:40.071360,9667.58,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3465,2025-06-06 07:55:40.088033,9593.24,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2876,2025-05-20 07:55:40.087985,9781.94,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_1921,2025-04-08 07:55:40.087867,9729.5,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2248,2025-11-10 07:55:40.087653,9840.17,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2896,2025-08-06 07:55:40.089507,9626.09,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3571,2025-08-14 07:55:40.089376,9717.02,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_572,2025-04-21 07:55:40.089362,9639.64,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2789,2026-02-09 07:55:40.089167,9864.59,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4317,2026-02-05 07:55:40.089119,9976.4,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2069,2025-08-21 07:55:40.070924,9539.89,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2131,2025-04-16 07:55:40.070759,9864.14,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2721,2025-03-20 07:55:40.009784,9831.65,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2343,2025-10-14 07:55:40.129512,9821.04,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_1411,2025-04-26 07:55:40.129396,9805.38,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_3011,2025-09-30 07:55:40.070556,9643.99,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2703,2025-11-06 07:55:40.088708,9540.72,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_772,2025-08-27 07:55:40.088619,9812.08,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_1361,2025-08-18 07:55:40.010498,9826.21,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_1583,2025-11-17 07:55:40.011323,9651.24,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_1204,2025-09-15 07:55:40.011073,9760.67,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2987,2025-12-20 07:55:40.090583,9600.02,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3850,2025-08-09 07:55:40.090370,9901.19,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_3061,2025-07-23 07:55:40.090287,9744.23,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2663,2025-10-04 07:55:40.090258,9709.94,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3954,2025-12-26 07:55:40.089902,9617.33,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4500,2025-03-15 07:55:40.089874,9708.92,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4427,2025-12-29 07:55:40.068992,9513.76,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_4448,2025-04-23 07:55:40.069566,9780.26,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3995,2025-05-17 07:55:40.069366,9908.96,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_773,2026-01-22 07:55:40.128924,9777.16,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_4327,2025-03-20 07:55:40.013040,9811.26,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4597,2026-01-18 07:55:40.012969,9658.06,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_3303,2025-03-11 07:55:40.012814,9700.77,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4497,2025-06-02 07:55:40.091742,9933.42,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_751,2025-05-10 07:55:40.091524,9747.67,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2971,2025-06-29 07:55:40.091199,9529.54,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_3938,2025-03-31 07:55:40.090757,9928.32,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_237,2026-01-24 07:55:40.068283,9699.46,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2271,2025-04-02 07:55:40.010859,9692.75,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4986,2025-04-29 07:55:40.010544,9787.82,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3067,2026-02-06 07:55:40.010512,9881.34,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2550,2025-08-29 07:55:40.092443,9543.16,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3107,2025-12-22 07:55:40.013418,9955.75,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1475,2025-06-16 07:55:40.013134,9932.34,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_201,2025-11-26 07:55:40.065979,9579.61,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_59,2026-02-03 07:55:40.065894,9942.98,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3648,2026-01-15 07:55:40.066793,9766.94,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4165,2025-08-16 07:55:40.066768,9663.29,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3922,2025-11-25 07:55:40.066668,9639.86,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_512,2026-01-31 07:55:40.066521,9524.83,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2432,2025-12-29 07:55:40.129282,9950.9,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1792,2026-01-12 07:55:40.129210,9635.3,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2614,2026-01-20 07:55:40.039242,9782.93,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_4743,2026-01-27 07:55:40.039194,9531.69,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1220,2025-04-02 07:55:40.038898,9544.38,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2292,2025-12-05 07:55:40.038782,9814.19,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_558,2025-03-28 07:55:40.038735,9561.32,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1615,2026-02-21 07:55:40.038677,9977.13,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3489,2025-03-26 07:55:40.038521,9797.7,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_600,2025-09-26 07:55:40.032175,9566.01,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_1298,2025-08-08 07:55:40.040831,9996.11,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_4349,2025-10-28 07:55:40.063754,9756.99,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_4045,2025-09-17 07:55:40.014180,9602.04,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1493,2026-02-15 07:55:40.093144,9928.47,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_308,2025-09-07 07:55:40.093109,9605.76,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_1324,2025-12-09 07:55:40.092553,9651.3,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2407,2025-04-19 07:55:40.065270,9695.35,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_1482,2025-10-11 07:55:40.065028,9535.18,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_3617,2025-11-14 07:55:40.064754,9880.15,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2485,2025-05-16 07:55:40.031625,9719.63,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3106,2025-05-28 07:55:40.031165,9744.59,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_1553,2025-11-07 07:55:40.032571,9699.63,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_95,2026-01-31 07:55:40.032456,9881.96,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_4645,2025-06-09 07:55:40.032239,9957.17,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_4715,2025-12-02 07:55:40.108578,9971.35,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2213,2025-09-04 07:55:40.108131,9797.56,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2421,2025-07-16 07:55:40.107977,9793.15,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_3817,2026-01-29 07:55:40.041515,9762.94,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_985,2026-01-15 07:55:40.041495,9802.92,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2446,2025-06-08 07:55:40.041176,9714.05,TRANSFER,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2731,2025-06-04 07:55:40.041009,9799.34,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_469,2025-03-17 07:55:40.127426,9771.81,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_3157,2025-12-21 07:55:40.127334,9907.26,DEPOSIT,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_2219,2025-04-24 07:55:40.127228,9904.68,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_2721,2025-09-29 07:55:40.126415,9609.46,WITHDRAWAL,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2891,2025-07-17 07:55:40.126411,9501.46,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_676,2025-07-28 07:55:40.015459,9541.96,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_3035,2025-09-20 07:55:40.015095,9682.33,WITHDRAWAL,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_3728,2026-01-16 07:55:40.094047,9539.02,TRANSFER,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
User_2921,2025-06-28 07:55:40.093932,9722.54,WITHDRAWAL,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_890,2025-09-01 07:55:40.093230,9676.55,TRANSFER,ONLINE,PENDING,75,CRITICAL,1,1,0,1,1,0,NO
User_1461,2025-07-01 07:55:40.061912,9980.6,DEPOSIT,ONLINE,COMPLETED,75,CRITICAL,1,1,0,1,1,0,YES
User_482,2025-11-30 07:55:40.014885,9696.41,DEPOSIT,ONLINE,FAILED,75,CRITICAL,1,1,0,1,1,0,NO
